assessmentId,internalTaxonId,Study_ID,scientificName,Common_name,redlistCategory,Synonyms_or_previous_lump,Rodent_attributed_IUCN,Article,Article_secondary_same_data,Study_type,Study_data_type_useable,Study_rodent,Study_rodent_species_Rattus_genus,Study_location,Latitude,Longitude,Description,Year,Site,Predator_mean,Predator_error,Predator_error_type,Predator_HPD_Credible_Intervals_Lower_95,Predator_HPD_Credible_Intervals_Upper_95,Predator_sample_size,Predator_units,Predator_comment,Prey_mean,Prey_error,Prey_error_type,Prey_sample_size,Prey_units,Abundance_reproduction,Hypothesis_supported_when,Prey_comment,Sample_size_overall,Sample_type,Sampling_quote,Source,Data_notes,Effect_type
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1993,Coppermine,1.1,,,,,,Number of rats observed per 15min,,0.36783,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,24,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1995,Coppermine,2,,,,,,Number of rats observed per 15min,,0.36977,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,27,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1996,Coppermine,1.5,,,,,,Number of rats observed per 15min,,0.21807,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,32,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1997,Coppermine,0,,,,,,Number of rats observed per 15min,,0.60122,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,27,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1998,Coppermine,0,,,,,,Number of rats observed per 15min,,0.47869,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,21,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1999,Coppermine,0,,,,,,Number of rats observed per 15min,,0.71207,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,24,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1992,Lady Alice,,,,,,,Number of rats observed per 15min,,0.1889,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,32,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1993,Lady Alice,2.2,,,,,,Number of rats observed per 15min,,0.50981,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,33,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1994,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.5487,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,43,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1995,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.51953,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,42,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1996,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.55065,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,40,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1997,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.6829,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,44,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1998,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.61094,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,51,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,1999,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.62844,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,52,Nests monitored,,Figure 2,,Correlation
132616888,22697984,study_15,Pterodroma pycrofti,Pycroft's Petrel,Vulnerable,N/A,Rattus exulans,"Pierce, R.J., 2002. Kiore (Rattus exulans) impact on breeding success of Pycroft's petrels and little shearwaters (p. 24). Wellington: Department of Conservation.",N/A,Temporal,,Rattus exulans,,"Lady Alice Island, Coppermine Island",-35.8911,174.7303,Rat abundance vs bird abundance (breeding success) over time and across 2 islands,2000,Lady Alice,0,,,,,,Number of rats observed per 15min,,0.61094,add if relevant,SE,,Percent breeding success,Reproduction,Negative,,46,Nests monitored,,Figure 2,,Correlation
179182366,22693785,study_22,Charadrius sanctaehelenae,Saint Helena Plover,Vulnerable,N/A,"Rattus norvegicus, Rattus","Oppel, S., Burns, F., Vickery, J., George, K., Ellick, G., Leo, D. and Hillman, J.C., 2014. Habitat‐specific effectiveness of feral cat control for the conservation of an endemic ground‐nesting bird species. Journal of Applied Ecology, 51(5), pp.1246-1254.",N/A,Spatiotemporal,,"Rattus rattus, Rattus norvegicus",,Saint Helena Island,-27.3852,153.2345,,Before cat control,Semi desert,0.057,4.4999999999999991E-2,95% confidence intervals,,,60,Proportion of tracking tunnels with rodent footprints,,0.234,,95% confidence intervals,31,Nest survival,Reproduction,Negative,,,,,"Figure 1, 2",,Correlation
179182366,22693785,study_22,Charadrius sanctaehelenae,Saint Helena Plover,Vulnerable,N/A,"Rattus norvegicus, Rattus","Oppel, S., Burns, F., Vickery, J., George, K., Ellick, G., Leo, D. and Hillman, J.C., 2014. Habitat‐specific effectiveness of feral cat control for the conservation of an endemic ground‐nesting bird species. Journal of Applied Ecology, 51(5), pp.1246-1254.",N/A,Spatiotemporal,,"Rattus rattus, Rattus norvegicus",,Saint Helena Island,-27.3852,153.2345,,After cat control,Semi desert,0.014,1.1000000000000001E-2,95% confidence intervals,,,60,Proportion of tracking tunnels with rodent footprints,,0.768,,95% confidence intervals,33,Nest survival,Reproduction,Negative,,,,,"Figure 1, 2",,Correlation
179182366,22693785,study_22,Charadrius sanctaehelenae,Saint Helena Plover,Vulnerable,N/A,"Rattus norvegicus, Rattus","Oppel, S., Burns, F., Vickery, J., George, K., Ellick, G., Leo, D. and Hillman, J.C., 2014. Habitat‐specific effectiveness of feral cat control for the conservation of an endemic ground‐nesting bird species. Journal of Applied Ecology, 51(5), pp.1246-1254.",N/A,Spatiotemporal,,"Rattus rattus, Rattus norvegicus",,Saint Helena Island,-27.3852,153.2345,,Before cat control,Pasture,0.232,5.6999999999999967E-2,95% confidence intervals,,,80,Proportion of tracking tunnels with rodent footprints,,0.548,,95% confidence intervals,22,Nest survival,Reproduction,Negative,,,,,"Figure 1, 2",,Correlation
179182366,22693785,study_22,Charadrius sanctaehelenae,Saint Helena Plover,Vulnerable,N/A,"Rattus norvegicus, Rattus","Oppel, S., Burns, F., Vickery, J., George, K., Ellick, G., Leo, D. and Hillman, J.C., 2014. Habitat‐specific effectiveness of feral cat control for the conservation of an endemic ground‐nesting bird species. Journal of Applied Ecology, 51(5), pp.1246-1254.",N/A,Spatiotemporal,,"Rattus rattus, Rattus norvegicus",,Saint Helena Island,-27.3852,153.2345,,After cat control,Pasture,0.425,5.8999999999999997E-2,95% confidence intervals,,,80,Proportion of tracking tunnels with rodent footprints,,0.652,,95% confidence intervals,23,Nest survival,Reproduction,Negative,,,,,"Figure 1, 2",,Correlation
209465053,22705397,study_27,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time,1990-1991,Eglinton Valley,0.03,,,,,56,capture rate per hundred trap nights,,1.1,,,,Fledglings/pr,Reproduction,Negative,"Unit ""pr"" unclear but refers to a measure of reproductive rate",?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_27,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time,1991-1992,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,2.5,,,,Fledglings/pr,Reproduction,Negative,"Unit ""pr"" unclear but refers to a measure of reproductive rate",?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_27,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time,1992-1993,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,1.9,,,,Fledglings/pr,Reproduction,Negative,"Unit ""pr"" unclear but refers to a measure of reproductive rate",?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1990-1991,Eglinton Valley,0.03,,,,,56,capture rate per hundred trap nights,,9,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1991-1992,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,3,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1992-1993,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,7,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1993-1994,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,6,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1989-1990,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,5,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1990-1991,Hawdon Valley,0.07,,,,,76,capture rate per hundred trap nights,,7,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1991-1992,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,0,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1992-1993,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,1,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_28,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1993-1994,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,1,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1990-1991,Eglinton Valley,0.03,,,,,56,capture rate per hundred trap nights,,3,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1991-1992,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,3,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1992-1993,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,7,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1993-1994,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,8,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1989-1990,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,7,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1990-1991,Hawdon Valley,0.07,,,,,76,capture rate per hundred trap nights,,0,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1991-1992,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,1,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1992-1993,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,1,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_29,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Rattus rattus,,Arthur's Pass National Park,-42.9363,171.7251,Rat abundance vs bird abundance (breeding success) over time across 2 sites,1993-1994,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,1,,,,Breeding pairs end season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
209465053,22705397,study_31,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Mus musculus,,Arthur's Pass National Park,-42.9363,171.7251,Mouse abundance vs bird abundance (breeding success) over time across 2 sites,1990-1991,Eglinton Valley,21.9,,,,,56,capture rate per hundred trap nights,,9,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_31,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Mus musculus,,Arthur's Pass National Park,-42.9363,171.7251,Mouse abundance vs bird abundance (breeding success) over time across 2 sites,1991-1992,Eglinton Valley,0.7,,,,,56,capture rate per hundred trap nights,,3,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_31,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Mus musculus,,Arthur's Pass National Park,-42.9363,171.7251,Mouse abundance vs bird abundance (breeding success) over time across 2 sites,1992-1993,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,7,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_31,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Mus musculus,,Arthur's Pass National Park,-42.9363,171.7251,Mouse abundance vs bird abundance (breeding success) over time across 2 sites,1993-1994,Eglinton Valley,0,,,,,56,capture rate per hundred trap nights,,6,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 2,Sample size is unclear,Correlation
209465053,22705397,study_31,Mohoua ochrocephala,Yellowhead,Near Threatened,N/A,Rattus rattus,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.",N/A,Temporal,,Mus musculus,,Arthur's Pass National Park,-42.9363,171.7251,Mouse abundance vs bird abundance (breeding success) over time across 2 sites,1989-1990,Hawdon Valley,0,,,,,76,capture rate per hundred trap nights,,5,,,,Breeding pairs beginning season,Abundance,Negative,,?,,,Table 3,Sample size is unclear,Correlation
